log_type,log_priority,log_function,log_date,log_date_gmt,log_host,log_username,log_user,log_url,log_referrer,log_data
away_mode,5,Away Mode Triggered,2016-01-01 05:42:43,2016-01-01 03:42:43,62.149.143.154,,,,,0=A host was prevented from accessing the dashboard due to away-mode restrictions being in effect
four_oh_four,3,404 Error,2016-01-01 13:28:44,2016-01-01 11:28:44,180.153.206.27,,,/s7.addthis.com/js/300/addthis_widget.js,http://www.selectsifiso.net//s7.addthis.com/js/300/addthis_widget.js#pubid=ra-554794b55a06e901,query_string=
four_oh_four,3,404 Error,2016-01-01 13:28:45,2016-01-01 11:28:45,180.153.206.27,,,/sharecdn.social9.com/v1/social9.min.js,http://www.selectsifiso.net//sharecdn.social9.com/v1/social9.min.js?ver=e48dce06b6039f1469f966c697722c40,query_string=ver=e48dce06b6039f1469f966c697722c40
away_mode,5,Away Mode Triggered,2016-01-02 02:58:30,2016-01-02 00:58:30,109.162.43.74,,,,,0=A host was prevented from accessing the dashboard due to away-mode restrictions being in effect
brute_force,5,Invalid Login Attempt,2016-01-02 02:58:30,2016-01-02 00:58:30,109.162.43.74,admin,,,,
lockout,10,Host or User Lockout,2016-01-02 02:58:30,2016-01-02 00:58:30,109.162.43.74,,,,,expires=2016-01-02 03:13:30expires_gmt=2016-01-02 01:13:30type=brute_force
four_oh_four,3,404 Error,2016-01-02 22:41:29,2016-01-02 20:41:29,88.90.248.228,,,/apple-touch-icon-152x152-precomposed.png,,query_string=
four_oh_four,3,404 Error,2016-01-02 22:41:30,2016-01-02 20:41:30,88.90.248.228,,,/apple-touch-icon-152x152.png,,query_string=
four_oh_four,3,404 Error,2016-01-03 00:29:57,2016-01-02 22:29:57,66.249.69.91,,,/,,query_string=p=42
away_mode,5,Away Mode Triggered,2016-01-03 05:12:55,2016-01-03 03:12:55,62.149.143.154,,,,,0=A host was prevented from accessing the dashboard due to away-mode restrictions being in effect
four_oh_four,3,404 Error,2016-01-03 07:50:21,2016-01-03 05:50:21,131.253.38.67,,,/BingSiteAuth.xml,,query_string=
four_oh_four,3,404 Error,2016-01-03 07:50:26,2016-01-03 05:50:26,131.253.38.67,,,/bingsiteauth.xml,,query_string=
four_oh_four,3,404 Error,2016-01-03 07:50:27,2016-01-03 05:50:27,131.253.38.67,,,/LiveSearchSiteAuth.xml,,query_string=
four_oh_four,3,404 Error,2016-01-03 12:09:28,2016-01-03 10:09:28,180.76.15.150,,,/author/feed/,,query_string=
four_oh_four,3,404 Error,2016-01-03 13:28:50,2016-01-03 11:28:50,180.153.214.189,,,/sharecdn.social9.com/v1/social9.min.js,http://www.selectsifiso.net//sharecdn.social9.com/v1/social9.min.js?ver=e48dce06b6039f1469f966c697722c40,query_string=ver=e48dce06b6039f1469f966c697722c40
four_oh_four,3,404 Error,2016-01-03 13:28:51,2016-01-03 11:28:51,180.153.214.189,,,/s7.addthis.com/js/300/addthis_widget.js,http://www.selectsifiso.net//s7.addthis.com/js/300/addthis_widget.js#pubid=ra-554794b55a06e901,query_string=
four_oh_four,3,404 Error,2016-01-04 04:56:48,2016-01-04 02:56:48,218.109.253.112,,,/fckeditor/editor/,,query_string=
four_oh_four,3,404 Error,2016-01-04 20:47:13,2016-01-04 18:47:13,117.136.234.11,,,http://www.selectsifiso.net/,http://www.selectsifiso.net/,query_string=p=442
four_oh_four,3,404 Error,2016-01-05 02:51:03,2016-01-05 00:51:03,117.177.250.152,,,/,http://www.selectsifiso.net/,query_string=p=3
four_oh_four,3,404 Error,2016-01-05 04:27:51,2016-01-05 02:27:51,192.185.83.189,,,/application/configs/application.ini,,query_string=
four_oh_four,3,404 Error,2016-01-05 08:34:59,2016-01-05 06:34:59,218.109.253.112,,,/js/fckeditor/editor/,,query_string=
four_oh_four,3,404 Error,2016-01-05 11:26:40,2016-01-05 09:26:40,192.185.4.89,,,/application/configs/application.ini,,query_string=
four_oh_four,3,404 Error,2016-01-06 12:37:25,2016-01-06 10:37:25,218.109.253.112,,,/includes/fckeditor/editor/,,query_string=
four_oh_four,3,404 Error,2016-01-07 22:52:23,2016-01-07 20:52:23,94.77.184.94,,,/admin.php,,query_string=
four_oh_four,3,404 Error,2016-01-08 12:20:30,2016-01-08 10:20:30,221.7.216.48,,,/,http://www.selectsifiso.net/,query_string=p=5
four_oh_four,3,404 Error,2016-01-09 05:16:52,2016-01-09 03:16:52,192.243.55.132,,,/,,query_string=page_id=160
four_oh_four,3,404 Error,2016-01-09 06:02:48,2016-01-09 04:02:48,157.55.39.22,,,/common/chie_detail-min.js,,query_string=v=1.0.2
four_oh_four,3,404 Error,2016-01-09 06:02:50,2016-01-09 04:02:50,157.55.39.22,,,/common/jquery.multiProfile.js,,query_string=ver=20140529
four_oh_four,3,404 Error,2016-01-09 06:02:52,2016-01-09 04:02:52,157.55.39.22,,,/common/question_detail.js,,query_string=
four_oh_four,3,404 Error,2016-01-09 06:04:17,2016-01-09 04:04:17,207.46.13.90,,,/SearchAppContent/style-for-datasheet.css,,query_string=
four_oh_four,3,404 Error,2016-01-09 06:04:49,2016-01-09 04:04:49,157.55.39.22,,,/js/ding.js,,query_string=
four_oh_four,3,404 Error,2016-01-09 06:04:51,2016-01-09 04:04:51,157.55.39.155,,,/SearchAppContent/jquery.simplebanner.css,,query_string=
four_oh_four,3,404 Error,2016-01-09 07:05:25,2016-01-09 05:05:25,157.55.39.23,,,/js/ding.js,,query_string=
four_oh_four,3,404 Error,2016-01-09 07:05:29,2016-01-09 05:05:29,207.46.13.90,,,/SearchAppContent/style-for-datasheet.css,,query_string=
four_oh_four,3,404 Error,2016-01-09 13:23:47,2016-01-09 11:23:47,111.56.13.152,,,http://www.selectsifiso.net/,http://www.selectsifiso.net/,query_string=p=284
four_oh_four,3,404 Error,2016-01-10 18:44:35,2016-01-10 16:44:35,192.126.156.246,,,/upgrade-browser,http://www.yellowpages.com,query_string=
four_oh_four,3,404 Error,2016-01-11 15:20:34,2016-01-11 13:20:34,58.101.104.219,,,/fckeditor/editor/,,query_string=
four_oh_four,3,404 Error,2016-01-12 14:31:51,2016-01-12 12:31:51,122.193.14.109,,,http://www.selectsifiso.net/,http://www.selectsifiso.net/,query_string=p=284
four_oh_four,3,404 Error,2016-01-12 15:34:44,2016-01-12 13:34:44,58.101.104.219,,,/includes/fckeditor/editor/,,query_string=
four_oh_four,3,404 Error,2016-01-12 21:58:13,2016-01-12 19:58:13,95.181.179.203,,,/support.php,http://selectsifiso.net/support.php,query_string=
four_oh_four,3,404 Error,2016-01-13 01:34:51,2016-01-12 23:34:51,117.136.234.9,,,http://www.selectsifiso.net/,http://www.selectsifiso.net/,query_string=p=284
four_oh_four,3,404 Error,2016-01-13 16:51:24,2016-01-13 14:51:24,58.101.104.219,,,/admin/fckeditor/editor/,,query_string=
four_oh_four,3,404 Error,2016-01-14 16:53:33,2016-01-14 14:53:33,58.20.128.123,,,/,http://www.selectsifiso.net/,query_string=p=39
four_oh_four,3,404 Error,2016-01-15 02:43:16,2016-01-15 00:43:16,92.243.117.198,,,/component/users/,http://www.selectsifiso.net/component/users/?view=registration,query_string=view=registration
away_mode,5,Away Mode Triggered,2016-01-16 05:37:29,2016-01-16 03:37:29,50.63.196.119,,,,,0=A host was prevented from accessing the dashboard due to away-mode restrictions being in effect
four_oh_four,3,404 Error,2016-01-17 13:30:28,2016-01-17 11:30:28,101.226.51.229,,,/s7.addthis.com/js/300/addthis_widget.js,http://www.selectsifiso.net//s7.addthis.com/js/300/addthis_widget.js#pubid=ra-554794b55a06e901,query_string=
four_oh_four,3,404 Error,2016-01-17 13:30:28,2016-01-17 11:30:28,101.226.51.229,,,/sharecdn.social9.com/v1/social9.min.js,http://www.selectsifiso.net//sharecdn.social9.com/v1/social9.min.js?ver=5d901101de6ee970101fecbb12115225,query_string=ver=5d901101de6ee970101fecbb12115225
four_oh_four,3,404 Error,2016-01-17 21:19:34,2016-01-17 19:19:34,157.55.39.235,,,/,,query_string=tag=oledb-destination&paged=3
four_oh_four,3,404 Error,2016-01-17 21:42:55,2016-01-17 19:42:55,95.181.179.203,,,/wp-admin/network/wp-error-log.php,http://selectsifiso.net/wp-admin/network/wp-error-log.php,query_string=
four_oh_four,3,404 Error,2016-01-18 05:46:18,2016-01-18 03:46:18,195.242.80.26,,,/abpout,http://ya.ru/?q=http%3A%2F%2Fwww.selectsifiso.net%2Fabpout,query_string=
four_oh_four,3,404 Error,2016-01-18 13:43:36,2016-01-18 11:43:36,188.138.89.8,,,/wordpress/,http://www.select-jewelers.net/wordpress/,query_string=
brute_force,5,Invalid Login Attempt,2016-01-19 15:10:37,2016-01-19 13:10:37,196.212.64.138,sifad,316,,,
brute_force,5,Invalid Login Attempt,2016-01-19 15:10:57,2016-01-19 13:10:57,196.212.64.138,sifad,316,,,
lockout,10,Host or User Lockout,2016-01-19 15:10:57,2016-01-19 13:10:57,196.212.64.138,,,,,expires=2016-01-19 15:25:57expires_gmt=2016-01-19 13:25:57type=brute_force
lockout,10,Host or User Lockout,2016-01-19 15:10:57,2016-01-19 13:10:57,,,316,,,expires=2016-01-19 15:25:57expires_gmt=2016-01-19 13:25:57type=brute_force
